title,text,class,subject,date
New Jersey Governor Christie vetoes minimum wage hike to $15/hr,"(Reuters) - New Jersey Governor Chris Christie on Tuesday vetoed a bill to raise the state’s minimum wage to $15 per hour over the next five years. The legislation would have made New Jersey the third state to adopt a $15 per hour minimum wage, Christie said in a statement.  State voters agreed to a previous wage hike in 2013, to $8.25 from $7.25. New Jersey’s rate is tied to the consumer price index and is now at $8.38, according to a database from the National Conference of State Legislatures (NCSL). “Despite having a constitutional mandate in place, the legislature now wants to increase the minimum wage by almost 80 percent just three years later,” Christie said in a statement about his veto. Christie, a close ally of Republican presidential nominee Donald Trump, said the wage bill passed by Democrats, who control both houses of state legislature, failed to consider the ability of businesses to absorb the increased labor costs. Neighboring New York State, as well as California, became the first states to lift the minimum wage toward $15 earlier this year.  While California’s higher rate will be in effect statewide by 2022, New York created a two-speed system, with different timetables for New York City and nearby counties, versus the “upstate” regions where incomes are lower and labor markets less robust. Some cities are also stepping up to higher wage levels.     Washington, D.C.’s minimum wage will reach $15 per hour by July 1, 2020, after it enacted a law this year. The city’s current level is $10.50. Washington and 29 states have set minimum wages above the federal rate of $7.25 an hour, according to the NCSL.     Michele Siekerka, president of the New Jersey Business & Industry Association, praised Christie’s veto, saying the increase was “too much too fast.” “Had this bill been signed, it would not only have hurt the New Jersey economy, but it would have hurt the exact workers the proponents of this policy are trying to help,” she said in a statement. Assembly Speaker Vincent Prieto, lead sponsor of the bill, said in a statement the wage increase is a key component to Democrats’ strategy to combat poverty. “A substantial minimum wage increase will help lift countless families out of poverty, decrease government dependency and boost commerce by pumping more dollars back into the economy,” he said. ",1,politicsNews,"August 30, 2016 "
Democratic state attorneys general decry student loan rework by Republicans,"WASHINGTON (Reuters) - U.S. Education Secretary Betsy DeVos has been reworking student lending since her appointment in February, raising concerns among Democrats that she will undo former President Barack Obama’s overhaul of college financial aid. On Monday, 21 state attorneys general, all Democrats, wrote to Republican DeVos decrying her decision to end the Education Department’s work on reforming loan servicing, steps intended to ensure that borrowers understand their outstanding debt and repayment options. “We should be looking for ways to ease the burden of student debt, not enabling the student loan servicing industry to manipulate and exploit students,” New York Attorney General Eric Schneiderman said in a statement. Under Democrat Obama, much of the $1.3 trillion business of student lending was moved from banks and other companies to the federal government. Four companies still handle servicing the loans. Last year the department began working on restrictions as well as incentives to ensure those servicers follow the law. In March, the Consumer Federation of America reported that $137 billion in student loans were in default. In an April 11 memo announcing she was stopping reform efforts, DeVos, appointed by President Donald Trump, wrote the process had been riddled with “moving deadlines, changing requirements and a lack of consistent objectives.” “We now find ourselves in a situation where we must promptly address not only these shortcomings but also any other issues that may impede our ability to ensure borrowers do not experience deficiencies in service,” DeVos wrote, according to a version published on the department website. The department did not immediately respond to a request for comment on the letter from the attorneys general. The head of the Democratic National Committee, former Labor Secretary Tom Perez, said DeVos’ decision was intended to boost the profits of big corporations and counteract Obama’s reforms. Republicans say the U.S. government should get out of the business of making student loans. In January, the Consumer Financial Protection Bureau sued the largest loan servicer, Navient Corp, over allegations it cheated borrowers by deceiving them about repayment options and their rights. Illinois and Washington also sued the company, which was spun off of Sallie Mae in 2014.  Navient said the bureau, created under Obama to protect people from fraud, sued because it would not settle a CFPB investigation right before Trump took office. The U.S. Department of Justice sanctioned Navient in 2014 for giving military members wrong information about their loans. ",1,politicsNews,"April 24, 2017 "
A poet in the dock as Israel hunts 'lone wolf' assailants online,"REINEH, Israel (Reuters) - A week after Dareen Tatour posted a poem on Facebook entitled  Resist, my people, resist,  Israeli police came to her home in the middle of the night and arrested her.  The Arab-Israeli poet will hear next Monday whether she will be jailed on charges of incitement to violence and supporting a terrorist group. The average sentence in similar cases is nine months, though the maximum term she could face is five years. Israeli prosecutors say Tatour, 35, issued a call to violence by reading her poem as a soundtrack to a video she posted on Facebook and YouTube, showing masked Palestinian youths throwing stones and fire-bombs at Israeli soldiers. Posted as a wave of Palestinian street attacks began in the region, it reads:  Resist, my people, resist them /Resist the settlers  robbery/ And follow the caravan of martyrs.     They didn t understand my poem,  Tatour told Reuters in an interview at her home in Reineh in northern Israel, where she is under house arrest.  There is no call for violence. There is a struggle, they cast it as violent.   The point of the poem was to say  enough . A person feels for their people. I am of the Palestinian people. I live this struggle and I spoke it through the poem,  she said.     Tatour s case has become a cause celebrate for freedom of speech advocates. It has also drawn attention to advanced technology used by Israeli security agencies to trawl through social media to identify and arrest users suspected of incitement to violence or planning attacks.  Critics say the practise is flawed because people have been detained purely on the basis that they may commit a crime, without having done so. Israel rejects the criticism, saying security concerns are paramount. Some Western intelligences agencies use similar predictive policing methods to identify individuals of interest but experts say Israel seems unique in using them as a basis for detention. Since October 2015, 51 Israelis have been killed in Palestinian stabbing, shootings and car-rammings. Palestinian leaders say the assailants are reacting to Israel s occupation of territories Palestinians want for a state.  Some 270 Palestinians have also been killed in the past two years. Israel says at least 180 of those were killed carrying out attacks, nearly all  lone wolf  assailants, while others were killed in clashes.     Online incitement is the fuel igniting the terrorists in this wave of violence,  Justice Minister Ayelet Shaked told a Tel Aviv University cyber conference in June.  Israeli prosecutors say Tatour is also implicated by other posts than the poem that appeared on Oct. 3, 2015.   The attempt to present her as an artist, a poet, who merely wrote something innocent distorts the truth,  a Justice Ministry official said.   An expert on Arabic translation told her trial that  Martyr  to an Israeli means a terrorist. To a Palestinian it means victim   any Palestinian killed in the conflict with Israel, as a bystander or assailant. Indictments for online incitement   most of those charged are young Palestinians   have tripled in Israel since 2014, the Justice Ministry says.  In the occupied West Bank, prosecutions by Israel s military have also increased, according to a report by the Military Advocate General. A report in Israel s Haaretz newspaper said there were 170 indictments in 2016.   A senior officer in the Israeli military said arrests for incitement require judicial approval, as they do inside Israel.  Many lone assailants post farewell messages before setting off. To  intercept  them, and prevent attacks, Israeli security forces comb through social networks using big data analytics   sophisticated software that analyses vast volumes of data.   Algorithms are used so that certain words, such as  martyr , raise a red flag, as do names of anyone who has launched an attack, a security source said.     Shin Bet intelligence agency chief Nadav Argaman says 2,000 potential  lone wolves  have been stopped by using advanced technology since 2016. A Shin Bet source said some potential attackers were arrested and prosecuted, and others just warned. Some suspects, the source said, were placed in administrative detention, under which Israel holds Palestinians without trial. Israel says that is necessary to prevent violence in cases where there is insufficient evidence to prosecute. Asked about Israel s policy, Facebook said public posts can be read by anyone, including law enforcement and intelligence agency officers. Google, which owns YouTube, declined comment. Others accused of online incitement include 16-year-old Tamara Abu-Laban was detained in East Jerusalem in July. Her father Moammar said she had shared a video online showing an elderly man arguing with Israeli security forces and, in a reference to the mosque that is Islam s third holiest shrine, saying:  Kill me, I want to die for al-Aqsa . She has not been charged but was held for two days and barred from using Facebook for 180 days. Her father said the Shin Bet called him in to say they were keeping an eye on her.  They are convinced she is going to do something. They told me to be careful. I tried to tell them it s just Facebook - she s just looking for  Likes ,  he said. Police did not comment on her case because she is a minor.  ",1,worldnews,"October 25, 2017 "
Britain must stay in EU's single market after Brexit: Labour lawmakers,"LONDON (Reuters) - Britain s main opposition Labour Party must commit to staying in the European Union s single market after Brexit and put an end to Prime Minister Theresa May s  destructive Brexit , several of its lawmakers said on Sunday. At the beginning of the party s annual conference, Labour lawmakers and trade union leaders wrote an open letter to their leader, calling on Jeremy Corbyn to  go further  than his current position to press for being part of the single market during any transition after Britain leaves in March 2019. After months of sticking to a position little different from the governing Conservative Party s pursuit of a clean break with the EU, Labour changed tack last month by saying, if in power, the party would press for full access to the single market during a transition - something that could continue beyond.  We have watched with dismay as the government has used a narrow referendum result to justify an extreme approach to Brexit,  the lawmakers said in a letter published in Britain s Observer newspaper.  So at our conference this week, Labour should commit to staying in the Single Market and Customs Union   ruling out no options for how to achieve this.  Labour s earlier move was aimed at increasing pressure on May, weakened after losing her party s majority in parliament in a June election she did not need to call and struggling to unite her own party over Brexit. But Labour is also keenly aware that many of its supporters, especially in northern and central England, voted for Brexit and want controls on immigration which many blame for stretching public services, such as hospitals and schools. Corbyn, who says he is preparing for government, told the BBC he was listening to those members of the Labour Party who want to keep the closest possible ties with the EU, but he did not say whether he would change the party s policy. Instead, he said he believed a transitional period with full single market access should last for as long as is necessary and offered some support for continued migration. In the letter, Labour lawmakers attacked the Conservative Party s  damaging promise to cut net migration to the tens of thousands .  Labour must be clear: migrants are not to blame for falling wages, job insecurity, bad housing and overstretched public services,  the letter said. ",1,worldnews,"September 24, 2017 "
"U.S. expels 15 Cuban diplomats, fuelling tensions with Havana","WASHINGTON/HAVANA (Reuters) - The Trump administration on Tuesday expelled 15 Cuban diplomats to protest Cuba’s failure to protect staff at the U.S. embassy in Havana from a mysterious spate of health “attacks,” spurring new tensions between the former Cold War foes. Secretary of State Rex Tillerson said the expulsions from Cuba’s embassy in Washington were also intended to ensure “equity” in staffing levels, after he recalled more than half the U.S. diplomatic personnel in Havana on Friday. Cuban Foreign Minister Bruno Rodriguez denounced the decision as “unjustified,” accused the United States of insufficient cooperation with Cuba’s investigation of the health incidents and urged Washington to stop politicizing the matter. The steps taken by Republican President Donald Trump’s administration delivers another blow to his Democratic predecessor Barack Obama’s policy of rapprochement, including actions likely to erode the normalization of a relationship dominated for decades by mutual hostility and suspicion. The latest U.S. move was communicated to Cuban Ambassador Jose Ramon Cabanas on Tuesday, and the diplomats were given seven days to leave, a State Department official said, speaking on condition of anonymity. “Until the Government of Cuba can ensure the safety of our diplomats in Cuba, our embassy will be reduced to emergency personnel to minimize the number of diplomats at risk of exposure to harm,” Tillerson said in a statement. “We continue to maintain diplomatic relations with Cuba, and will continue to cooperate with Cuba as we pursue the investigation into these attacks,” he added. The United States announced on Friday that it was sharply reducing its diplomatic presence in Cuba, as it warned U.S. citizens not to visit the Communist-ruled island because of the alleged attacks it says have caused hearing loss, dizziness and fatigue in 22 U.S. embassy personnel. The State Department had said the embassy was halting regular visa operations for Cubans seeking to visit the United States and would offer only emergency services to U.S. citizens. Cuba has denied involvement in any attacks and says it has reinforced security for U.S. diplomatic personnel. Rodriguez said lack of U.S. cooperation had stymied its own investigation into the matter. Authorities had not provided access to the injured people and the doctors who examined them, or to the homes where the attacks allegedly took place, he said, adding that evidence had been delivered late.  Rodriguez urged the United States to cooperate more and said Cuba was also working with Canada on the investigation as Canadian diplomats have reported similar symptoms. So far, none of the probes have yielded any answers about how the alleged attacks were carried out or who was responsible. Several Cuban-American Republican lawmakers, including U.S Senator Marco Rubio and Representative Ileana Ros-Lehtinen, had urged that Cuban diplomats be kicked out in retaliation for the Cuban government’s failure to get to the bottom of the attacks. “I commend the U.S. State Department for expelling a number of Cuban operatives from the U.S.,” Rubio, an influential voice on Trump’s Cuba policy, said in a statement. But James Williams, president of Engage Cuba, a Washington-based pro-engagement lobbying group said: “This decision appears to be purely political, driven by the desire of a handful of individuals in Congress to halt progress between our two countries.” “It looks like we are returning the threats and tensions of the 1960s,” said Maria Fernandez, a 45-year-old office worker in Havana. “This is madness by Trump. It’s really sad, because we are so close, and yet so far away from a sincere rapprochement.” Trump, who in June vowed to partially roll back the detente with Cuba agreed by his Democratic predecessor Obama after five decades of hostility, called the Cuban government “corrupt and destabilizing” in his address to the United Nations last month. Cuba described his comments as “unacceptable and meddling.” Rodriguez urged the United States “not to continue politicizing this matter, which can provoke an undesirable escalation and could rarify and reverse even more bilateral relations.” In Havana, U.S. diplomats frantically selling off their belongings at garage sales and on social media, said they were disappointed to be ordered to leave. In a message on Facebook, the embassy’s top official, career diplomat Scott Hamilton, said he would also be leaving. “I am an optimist and hope we will return one day, before too long,” he wrote. “Hasta la proxima Cuba.” ",1,politicsNews,"October 3, 2017 "
"Trump talks to U.S. automakers, pushes for new American plants","WASHINGTON (Reuters) - U.S. President Donald Trump urged the chief executives of the Big Three U.S. automakers on Tuesday to build more cars in the country, pressing his pledge to bring jobs to America and discourage the car industry from investing in Mexico. Trump, who has threatened to impose 35 percent tariffs on imported vehicles, opened a White House meeting with General Motors Co CEO Mary Barra, Ford Motor Co’s Mark Fields and Fiat Chrysler Automobiles NV’s Sergio Marchionne by saying he wanted to see more auto plants in the United States. In return, the new Republican president has vowed to cut regulations and taxes to make it more attractive for businesses to operate in the United States. He promised during his campaign to be a job-creating president and stressed that message in his inaugural address last Friday. “We have a very big push on to have auto plants and other plants - many other plants,” he told reporters at the start of the meeting. “It’s happening. It’s happening big league.” Matt Blunt, who heads a U.S. automaker trade association and attended the meeting, told Reuters that Trump asked what his administration could do “on domestic and trade policy that would help make the United States more competitive and strengthen the ability of automakers to add production here.” The hour-long meeting was the latest sign of Trump’s uncommon degree of intervention for a U.S. president into corporate affairs as he has repeatedly pressured automakers and other manufacturers to “buy American and hire American.” It was the first time the heads of the big three automakers met jointly with a U.S. president since a 2011 session with Barack Obama to tout a deal to nearly double fuel efficiency standards by 2025. Automakers have urged the Trump administration to rethink those aggressive mandates. The auto executives on Tuesday raised the issue of the fuel efficiency rules, trade policy and other regulatory matters, another person briefed on the meeting said. Marchionne told reporters afterward that Trump did not give them specifics on what regulations he would cut. The companies also discussed autonomous and electric vehicles and Trump asked about advanced vehicles, the person said. With flattening U.S. auto sales and excess capacity in the United States, U.S. automakers have been reluctant to open new U.S. auto plants in recent years. GM and Ford last built new U.S. assembly plants in 2004, while Fiat Chrysler opened a new transmission plant in Indiana in 2014. Kristin Dziczek, an analyst at the Michigan-based Center for Automotive Research, said automakers still had excess capacity in North America after suffering in the 1990s and 2000s from overcapacity and shifts in market share. Building a new plant would take three or more years and cost at least $1 billion, industry experts said. Automakers have expanded operations at existing U.S. plants to meet rising demand for trucks and SUVs. GM, Ford, Fiat Chrysler and foreign automakers have announced new U.S. jobs and investments in recent weeks.  Coinciding with Tuesday’s meeting, Toyota Motor Corp said it would add 400 jobs and invest $600 million in an Indiana plant, aiming to boost production of a popular SUV by 10 percent. Ford’s Fields said automakers wanted to work with Trump to create a “renaissance in American manufacturing” and that Trump’s economic priorities were encouraging, including his move on Monday to formally bow out of the 12-nation Trans-Pacific Partnership trade pact championed by Obama.  “The mother of all trade barriers is currency manipulation. And TPP failed in meaningfully dealing with that, and we appreciate the president’s courage to walk away from a bad trade deal,” Fields told reporters after the meeting. Barra said there was a “huge opportunity” to work together with the government to “improve the environment, improve safety and improve the jobs creation.” U.S. automakers have collectively added more than 78,000 jobs since 2009, the year when GM and Chrysler, now a unit of Italian-American Fiat Chrysler, filed for bankruptcy as part of government bailouts during the U.S. recession. They have invested more than $40 billion in U.S. facilities during that period.  Despite the vocal pressure from Trump, the companies are unlikely to truly change their existing business plans for now, said Sam Fiorani, vice president of global vehicle forecasting with AutoForecast Solutions. “We need to have more concrete policies from the president,” he said. “Automakers will make decisions on whether there is a solid business case. Does it make more sense to build outside the U.S. or to build in the U.S.?” GM said in 2014 it would invest $5 billion in Mexico through 2018, a move that would allow it to double its production capacity, and Barra has said the automaker is not reconsidering the plan. While automakers are adding U.S. jobs, they are also cutting U.S. production of small cars. On Monday, GM ended two shifts of production of small cars in Ohio and Michigan, cutting about 2,000 jobs. Barclays auto analyst Brian Johnson said in a note on Tuesday that “automakers will be willing to make a deal that would bring back jobs to the U.S. in return for a slower ramp of (fuel efficiency) targets and related state-level mandates.”  Auto stocks rose on Tuesday. U.S.-listed shares of Fiat Chrysler gained 5.84 percent to $10.88, while Ford was up 2.44 percent to $12.61 and GM rose 0.96 percent to $37. ",1,politicsNews,"January 24, 2017 "
Trump says he will back away from business to focus on White House,"NEW YORK (Reuters) - U.S. President-elect Donald Trump vowed on Wednesday to step back from running his global business empire to avoid conflicts of interest but gave few immediate details as concern over his dual role mounts ahead of his Jan. 20 inauguration. Trump, a real estate magnate who owns hotels and golf resorts from Panama to Scotland, said he would spell out at a Dec. 15 news conference how he will separate himself “in total” from his worldwide business holdings, which include a winery, modeling agency and a range of other businesses. After Trump won the Nov. 8 election, his company, the Trump Organization, had said it was looking at new business structures with the goal of transferring control to Donald Trump Jr., Ivanka Trump and Eric Trump - three of his adult children who are involved with the company. Trump gave few details in a series of early morning tweets but said that “legal documents are being crafted which take me completely out of business operations” and that his children would attend the news conference. He did not say what the planned change might mean for ownership of his businesses. Although Trump’s fellow Republicans generally take a more laissez faire stance toward business than Democrats, the president-elect will travel to Indiana on Thursday to formally announce a deal he reached with United Technologies Corp to keep close to 1,000 jobs at its Carrier Corp air conditioner plant in Indianapolis rather than have them moved to Mexico. Trump and his running mate, Mike Pence, the governor of Indiana, railed against Carrier on the campaign trail, using the company’s outsourcing move as an example of how trade agreements hurt American workers.     Critics have raised questions about the role of Trump’s children, who are on the executive committee of his White House transition team. His daughter Ivanka joined a telephone call her father had with Argentine President Mauricio Macri earlier this month and attended a meeting with Japanese Prime Minister Shinzo Abe, creating concerns about possible conflicts of interest. A brand name around the globe, Trump previously argued he had no need to separate himself from the Trump Organization, which includes a hotel down the street from the White House, a Manhattan tower where he lives and is running his transition to office, and a New Jersey golf course where he interviewed Cabinet candidates earlier this month. Trump said on Wednesday he was not required by law to alter his relationship with his business, but added: “I feel it is visually important, as president, to in no way have a conflict of interest with my various businesses.” As the Republican heads toward taking over the White House from Democratic President Barack Obama, scrutiny of potential conflicts has grown. Democratic lawmakers on Capitol Hill called for hearings on the issue. Rules on conflict of interest for executive branch employees do not apply to the president, but Trump will be bound by bribery laws, disclosure rules and the U.S. Constitution, which bars elected officials from taking gifts from foreign governments. The nonpartisan Office of Government Ethics, a government office that oversees ethics programs for the executive branch, issued a statement saying it applauded Trump’s aims and appearing to suggest that he completely shed his holdings. “Divestiture resolves conflicts of interest in a way that transferring control does not,” it said. Richard Painter, who served as the chief ethics lawyer to former Republican President George W. Bush, concurred.  “He needs to sell the businesses not just have someone else manage them for him,” Painter, a professor at the University of Minnesota Law School, said in an emailed comment. Trump, a former reality TV star, has spent much of the past few weeks setting up his Cabinet and interviewing candidates for top jobs in his administration. On Wednesday, Trump said he would nominate his chief campaign fundraiser, Steven Mnuchin, to lead the U.S. Treasury. Mnuchin said the administration would make tax reform and trade pact overhauls top priorities as it seeks a sustained pace of 3 percent to 4 percent economic growth. Mnuchin, a former Goldman Sachs banker, also signaled a desire to remove U.S. mortgage-finance companies Fannie Mae and Freddie Mac from government ownership, a move that could have wide-ranging ramifications for how Americans pay for their homes, and said banking regulations should be eased to spur lending. Trump named Wilbur Ross, a billionaire known for his investments in distressed industries, as his nominee for commerce secretary. Both nominees will require confirmation by the U.S. Senate. Trump is also considering Goldman Sachs President and Chief Operating Officer Gary Cohn, a former commodities trader, to head his White House budget office or to fill another position, a Trump transition official said. The economic picks were praised by the Business Roundtable, a group that represents America’s largest corporations. But U.S. Senators Bernie Sanders and Elizabeth Warren called Mnuchin “just another Wall Street insider.” “That is not the type of change that Donald Trump promised to bring to Washington - that is hypocrisy at its worst,” Sanders, a Vermont independent who ran for the 2016 Democratic presidential nomination, and Warren, a Massachusetts Democrat, said in a joint statement. Trump pledged during his campaign to “drain the swamp” in Washington. A spokesman said giving top economic jobs to Wall Street figures was not inconsistent with that vow. “You want some people that are insiders and understand the system and some outsiders that are creative thinkers, out-of-the-box thinkers and disruptors,” said Anthony Scaramucci, an asset manager who is on Trump’s transition committee. Trump is also working to fill out his foreign policy team, but no decision appeared imminent on who the next secretary of state would be. ",1,politicsNews,"November 30, 2016 "
"Senator Paul says he, three other Republicans oppose new healthcare draft: AP","WASHINGTON (Reuters) - Senator Rand Paul said on Thursday that he and three of his fellow Republicans in the Senate oppose the draft healthcare bill put forward by party leaders as it is currently written, potentially imperiling the legislation’s passage, the Associated Press reported. Republicans can only afford to lose two votes and still pass the bill in the Senate, given the expectation of universal Democratic opposition. ",1,politicsNews,"June 22, 2017 "
Factbox: EU Commission proposals on euro zone reform,"BRUSSELS (Reuters) - The European Commission proposed on Wednesday a package of legislative and non-binding measures to reform the euro zone and make it more resilient to future crises.  Below are the main proposals: The euro zone bailout fund, the European Stability Mechanism (ESM) should be transformed into a European Monetary Fund (EMF) with more responsibilities. In addition to providing loans to member states in financial trouble, the EMF would be a backstop for the euro zone s lender-funded bank resolution fund, the Single Resolution Fund. To make it more nimble, the EMF would in an emergency be able to take decisions with a majority vote, rather than with unanimity, as is the rule now. It could also develop new financial instruments that could be used to provide further support to states hit by financial shocks.   A European Minister of Economy and Finance could start working from November 2019 when a new commission will take office.  The minister would be at the same time a vice president of the commission, the chair of the Eurogroup of euro zone finance ministers and would oversee the work of the new European Monetary Fund. The minister would promote and support the coordination and implementation of reforms in EU countries and  would also be responsible for identifying an appropriate fiscal policy for the euro area as a whole.  This new instrument would help countries hit by a crisis to maintain the same level of investment as in good times thanks to EU financial support. This could accelerate the recovery of troubled states. An ailing state could receive  automatic  support with a mix of loans and grants from the EU budget and the EMF.  The financial aid would  be strictly conditional on clear criteria and continuous sound policies, in particular those leading to more convergence within the euro area .  EU states will be encouraged to carry out structural reforms with funds from the EU budget that could be made available already from next year. Technical and financial support would be provided to the EU countries that are not members of the 19-state euro zone and which want to join the common currency area. The intergovernmental Fiscal Compact treaty that has introduced stricter budgetary rules for all EU countries except Croatia, the Czech Republic and Britain which did not sign it, should be incorporated into EU law. The process is to increase the democratic legitimacy of EU fiscal rules, but faces opposition from countries like Italy that fear the tight provisions of the compact will become permanent. It is also criticized in Germany, where many fear it could lead to a softening of the current fiscal rules.  ",1,worldnews,"December 6, 2017 "
China's fuel exports to North Korea slow further - customs,"BEIJING (Reuters) - China s gasoline and diesel exports to North Korea and iron ore imports from the isolated nation fell in August as trade continued to slow after the United Nations  latest sanctions, customs data showed on Tuesday. The release comes after data on Saturday showed China s trade with North Korea jumped in August even after the U.N. sanctions, mainly driven by a rise in imports. The data also showed China imported 1.6 million tonnes of coal from North Korea, the first since February when Beijing banned purchases of the fuel from its northern neighbor. It was not immediately clear why the data showed shipments had resumed. A customs official said she would investigate the matter. Last month, the U.N. Security council unanimously imposed new sanctions on North Korea targeting its exports of coal, iron ore, lead, lead ore and seafood. The sanctions took effect this month, but China enforced the new measures from Aug. 15.   China s diesel exports to North Korea were 170 tonnes, compared with zero tonnes in August last year and gasoline shipments were 180 tonnes, down 96.3 percent from a year ago.  ",1,worldnews,"September 26, 2017 "
"Democrats skip Trump meeting, raising risk of government shutdown","WASHINGTON (Reuters) - Democratic leaders in Congress skipped a meeting with President Donald Trump on Tuesday that was to have focused on the budget, raising the risk of a government shutdown next month with both sides far apart on the terms of an agreement. After Chuck Schumer and Nancy Pelosi informed Trump they would not attend the meeting at the White House, the president and Republican congressional leaders went ahead with the talks without them. Trump left empty seats on either side of him, with name cards for Schumer, the Senate Democratic leader, and Pelosi, the top Democrat in the House of Representatives. He also criticized them as the cameras rolled during a picture-taking session. “We have a lot of differences,” Trump said. “So they’ve decided not to show up. They’ve been all talk and they’ve been no action and now it’s even worse. Now it’s not even talk.” Schumer and Pelosi said they pulled out of the meeting because of a tweet Trump sent earlier in the day attacking them as weak on illegal immigration and bent on raising taxes. “I don’t see a deal!” the Republican president wrote on Twitter. Pelosi tweeted after Trump’s White House session that “his empty chair photo opp showed he’s more interested in stunts than in addressing the needs of the American people. Poor Ryan and McConnell relegated to props. Sad!” she added, referring to Senate Majority Leader Mitch McConnell and House Speaker Paul Ryan, Trump said he would “absolutely blame the Democrats” if a government shutdown takes place. A Dec. 8 deadline is looming for passing a spending measure needed to fund a wide range of federal government programs.Although Republicans control both chambers of the U.S. Congress, their leaders will likely need to rely on at least some Democratic votes to pass the measure. Democrats have said they will demand help for the “Dreamers” - young people brought to the United States illegally as children - as part of their price for providing votes on the budget measure. But Trump said in a tweet late on Tuesday: “I ran on stopping illegal immigration and won big. They can’t now threaten a shutdown to get their demands.” Congress has three choices: approve a massive bill for more than $1 trillion to keep the government operating through Sept. 30, 2018; pass a shorter extension of current funding to buy more time; or fail to pass anything and risk a partial government shutdown. On Capitol Hill, Schumer said he and Pelosi believed the best path forward would be to negotiate with Republican leaders in Congress instead of going to the White House for a “show meeting.” ",1,politicsNews,"November 28, 2017 "
Hurricane Irma threatens Florida's bustling tourism industry,"NEW YORK (Reuters) - Hurricane Irma s path of destruction up Florida s Gulf Coast on Sunday threatens to disrupt a thriving state tourism industry worth more than $100 billion annually just months ahead of the busy winter travel season. Some of the state s biggest attractions have announced temporary closures, including amusement park giants Walt Disney World s Magic Kingdom, Universal Studios, Legoland and Sea World, which all planned to close through Monday.  About 20 cruise lines have Miami as a home port or a port of call, according to the PortMiami website, and many have had to move ships out of the area and revise schedules.  Carnival Cruise Lines and Royal Caribbean have canceled and revised several sailings as a result of the storm and have offered credits and waivers on trips where passengers are unable to travel.  A Carnival spokesman said the situation in Florida on Sunday was still not clear enough to fully assess how widespread the effects will be.  We will know more in the hours ahead since the hurricane is active in Florida right now,  spokesman Roger Frizzell said. Irma made a second Florida landfall on Sunday on southwestern Marco Island as a Category 3 storm bringing winds of 115 miles per hour (185 kph) and life-threatening sea surge. Disney canceled the Monday sailing of one of its cruise ships and said it is assessing future sailings, which stop throughout the Caribbean and in the Bahamas.  Florida is one of the world s top tourism destinations. Last year nearly 113 million people visited the state, a new record, and spent $109 billion, state officials said earlier this year. The first half of 2017 was on track to beat that record pace, officials said.      The damage Irma s winds and storm surge do to Florida s 660 miles (1,060 km) of beaches and the structures built along them during more than 30 years of explosive population growth will be critical to how quickly the state s  s No. 1 industry recovers. The Gulf beaches west of St. Petersburg and Clearwater,  are squarely in the storm s path.  In 2016, more than 6.3 million people visited Pinellas County, which encompasses those cities, and generated more $9.7 billion in economic activity. Up and down the wide, sandy beaches of Pinellas County are traditional  old Florida  waterfront hotels such as the Don Cesar, a coral pink 1920s hotel on St. Pete Beach, which was closed by the storm. There are also modern high-rises and resorts that are part of the nation s biggest chains and brands including Hyatt Hotels, Marriott International, Intercontinental Hotels Group, Hilton Hotels & Resorts and Ritz-Carlton Hotel Company. The low-lying barrier islands would be inundated if Irma s storm surge reaches forecast heights of as high as 15 feet (4.6 meters).  While some newer structures in the area are built on elevated pilings, many older homes and businesses are not.  ",1,worldnews,"September 10, 2017 "
